fonte;transacao;id;tipo;titulo;cidade;bairro;estado;cep;endereco;latitude;longitude;quartos;banheiros;suites;vagas;area_total_m2;area_util_m2;area_privativa_m2;preco;preco_total;url;coletado_em
rgi;venda;8392533;Cobertura;Cobertura com 3 quartos à venda;Porto Alegre;Jardim Lindóia;RS;91050290;Rua Irmão Augusto;-29.9990245000000000;-51.1545137000000000;3;4;1;2;361;;277;1250000;0;https://www.redegauchadeimoveis.com.br/imovel/cobertura-com-3-quartos-a-venda-e-2-vagas-bairro-jardim-lindoia-em-porto-alegre/69963-UH;2026-07-11T01:21:23.038Z
rgi;venda;9431937;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Rio Branco;RS;90420132;Rua Ramiro Barcelos;-30.0255596000000000;-51.2096027000000000;1;1;0;0;45;38;38;170000;170404;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-rio-branco-em-porto-alegre/18261-TR;2026-07-11T01:21:23.038Z
rgi;venda;10885867;Studio;Studio com 1 quarto à venda;Porto Alegre;Cidade Baixa;RS;90040000;Avenida João Pessoa;-30.0299009000000000;-51.2309124000000000;1;1;0;1;24;24;24;295000;0;https://www.redegauchadeimoveis.com.br/imovel/studio-com-1-quarto-a-venda-e-1-vaga-bairro-cidade-baixa-em-porto-alegre/82308-EX;2026-07-11T01:21:24.673Z
rgi;venda;10885800;Cobertura;Cobertura com 2 quartos à venda;Porto Alegre;Petrópolis;RS;90670130;Rua Buenos Aires;-30.0490135000000000;-51.1883004000000000;2;3;0;1;202;155;155;840000;841100;https://www.redegauchadeimoveis.com.br/imovel/cobertura-com-2-quartos-a-venda-e-1-vaga-bairro-petropolis-em-porto-alegre/89368-BZ;2026-07-11T01:21:24.673Z
rgi;venda;9866990;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Menino Deus;RS;90150060;Rua Cícero Ahrends;-30.0529751000000000;-51.2270629000000000;1;1;0;0;;;45;225000;225392;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-menino-deus-em-porto-alegre/81126-CC;2026-07-11T01:21:24.673Z
rgi;venda;9865098;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Passo da Areia;RS;91340240;Rua Luiz Cosme;-30.0189462000000000;-51.1693470000000000;3;2;0;1;;;170;791000;792300;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-passo-da-areia-em-porto-alegre/6053-CC;2026-07-11T01:21:24.673Z
rgi;venda;10302181;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Petrópolis;RS;90630000;Rua Felipe de Oliveira;-30.0435471000000000;-51.1929926000000000;2;2;1;1;;;73;742000;743146;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-petropolis-em-porto-alegre/44034-CC;2026-07-11T01:21:24.673Z
rgi;venda;9896535;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Centro Histórico;RS;90020061;Rua Marechal Floriano Peixoto;-30.0355308000000000;-51.2274045000000000;3;2;1;1;;;125;980000;980800;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-centro-historico-em-porto-alegre/31884-CC;2026-07-11T01:21:24.673Z
rgi;venda;10853073;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Centro Histórico;RS;90010221;Avenida Senador Salgado Filho;-30.0310361000000000;-51.2266301000000000;1;1;1;0;45;37;37;240000;240403.33;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-centro-historico-em-porto-alegre/394163-RP;2026-07-11T01:21:24.673Z
rgi;venda;3596729;Casa;Casa com 2 quartos à venda;Porto Alegre;Partenon;RS;90680071;Rua Barão do Amazonas;-30.0563845000000000;-51.1902925000000000;2;1;0;2;;;200;620000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-e-2-vagas-bairro-partenon-em-porto-alegre/51-PK;2026-07-11T01:21:32.355Z
rgi;venda;10474682;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Partenon;RS;90650003;Avenida Bento Gonçalves;-30.0595581000000000;-51.1929755000000000;3;1;0;1;96;84;84;250000;250430;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-partenon-em-porto-alegre/689-PK;2026-07-11T01:21:32.355Z
rgi;venda;7107159;Loja;Loja com 1 sala à venda;Porto Alegre;Jardim Botânico;RS;90670040;Rua La Plata;-30.0516104000000000;-51.1906807000000000;;1;;0;72;53;53;250000;250270;https://www.redegauchadeimoveis.com.br/imovel/loja-a-venda-53m2-bairro-jardim-botanico-em-porto-alegre/632-PK;2026-07-11T01:21:32.355Z
rgi;venda;3596679;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Floresta;RS;90220160;Rua Gaspar Martins;-30.0216560000000000;-51.2112028000000000;1;1;0;0;54;;45;145000;145330;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-floresta-em-porto-alegre/11-PK;2026-07-11T01:21:32.355Z
rgi;venda;3391679;Casa;Casa com 3 quartos à venda;Porto Alegre;Hípica;RS;91788102;Rua Irmao Mainar Longhi;-30.1531800085293200;-51.1662912368774400;3;1;0;0;;;62;275000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-bairro-hipica-em-porto-alegre/3725-SC;2026-07-11T01:21:32.355Z
rgi;venda;10580494;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Vila São José;RS;91520540;Rua Primeiro de Setembro;-30.0313308000000000;-51.2370844000000000;2;1;0;1;51;51;51;265000;265391.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-vila-sao-jose-em-porto-alegre/34312-LI;2026-07-11T01:21:32.355Z
rgi;venda;3621288;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Cristal;RS;90810150;Avenida Jacuí;-30.0771774000000000;-51.2414210000000000;2;1;0;1;52;;49;260000;260415;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-cristal-em-porto-alegre/527904-VR;2026-07-11T01:21:32.355Z
rgi;venda;10884567;Casa;Casa com 3 quartos à venda;Porto Alegre;Ponta Grossa;RS;91780508;Rua Tunel Verde;-30.0718228000000000;-51.1732323000000000;3;3;1;2;300;300;300;191000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-ponta-grossa-em-porto-alegre/460260-LU;2026-07-11T01:21:34.447Z
rgi;venda;3522982;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Menino Deus;RS;90110170;Rua Dezessete de Junho;-30.0475285000000000;-51.2217279000000000;1;1;0;0;52;;38;240000;240570;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-menino-deus-em-porto-alegre/3438-FR;2026-07-11T01:21:34.447Z
rgi;venda;10281826;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Floresta;RS;90220005;Avenida Farrapos;-30.0164237000000000;-51.2070403000000000;2;1;0;0;71;63;63;150000;150366.12;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-floresta-em-porto-alegre/343708-RP;2026-07-11T01:21:34.447Z
rgi;venda;10884267;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Lomba do Pinheiro;RS;;;;;2;1;0;1;43;;38;130000;130390;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-lomba-do-pinheiro-em-porto-alegre/45133-VIR;2026-07-11T01:21:34.447Z
rgi;venda;8700054;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Menino Deus;RS;90850120;Rua Barão do Guaíba;-30.0614942000000000;-51.2220610000000000;3;3;1;2;204;152;152;1700000;1702259;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-2-vagas-bairro-menino-deus-em-porto-alegre/14024-PJ;2026-07-11T01:21:34.447Z
rgi;venda;8699513;Casa;Casa com 4 quartos à venda;Porto Alegre;Vila João Pessoa;RS;91510590;Avenida Luiz Moschetti;-30.0718610000000000;-51.1768032000000000;4;4;2;4;400;254;254;855000;855154.41;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-4-vagas-bairro-vila-joao-pessoa-em-porto-alegre/14023-PJ;2026-07-11T01:21:34.447Z
rgi;venda;10516237;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Higienópolis;RS;90550080;Rua São Francisco da Califórnia;-29.7017668000000000;-53.6969993000000000;3;2;0;1;80;75;75;500000;500583.33;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-higienopolis-em-porto-alegre/91594-BT;2026-07-11T01:21:34.447Z
rgi;venda;3179151;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Santana;RS;90040200;Rua Augusto Pestana;-30.0373432000000000;-51.2093457000000000;3;2;0;0;142;;142;477000;477764.48;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-bairro-santana-em-porto-alegre/7707-PJ;2026-07-11T01:21:34.447Z
rgi;venda;10471091;Casa;Casa com 3 quartos à venda;Porto Alegre;Jardim Isabel;RS;91760390;Rua Homero Prates;-30.1268079000000000;-51.2344306000000000;3;2;1;2;;246;246;800000;800250;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-jardim-isabel-em-porto-alegre/61426-BT;2026-07-11T01:21:36.777Z
rgi;venda;3540395;Pavilhão;Pavilhão à venda;Porto Alegre;Agronomia;RS;91540970;Avenida Bento Goncalves;;;;1;;0;;;1000;2100000;0;https://www.redegauchadeimoveis.com.br/imovel/pavilhao-a-venda-1000m2-bairro-agronomia-em-porto-alegre/434299-LU;2026-07-11T01:21:36.777Z
rgi;venda;3559845;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Petrópolis;RS;90670020;Rua Eça de Queiroz;-30.0420487000000000;-51.1916006000000000;2;2;0;0;124;;109;314000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-petropolis-em-porto-alegre/444129-LU;2026-07-11T01:21:36.777Z
rgi;venda;3512123;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Centro Histórico;RS;90010310;Rua Demetrio Ribeiro;-30.0358787000000000;-51.2385701000000000;1;1;0;1;56;;52;350000;350431.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-e-1-vaga-bairro-centro-historico-em-porto-alegre/615-LA;2026-07-11T01:21:36.777Z
rgi;venda;9163271;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Centro Histórico;RS;90010272;Rua Riachuelo;-30.0325547000000000;-51.2340213000000000;2;1;0;0;70;;70;339200;339780;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-centro-historico-em-porto-alegre/6650-LA;2026-07-11T01:21:36.777Z
rgi;venda;8809764;Sala Comercial;Sala Comercial com 1 sala à venda;Porto Alegre;Menino Deus;RS;90160240;Rua Saldanha Marinho;-30.0578124000000000;-51.2226273000000000;;1;;1;43;24;24;250000;0;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-24m2-e-1-vaga-bairro-menino-deus-em-porto-alegre/3173912-FR;2026-07-11T01:21:36.777Z
rgi;venda;3525405;Loja;Loja com 1 sala à venda;Porto Alegre;Menino Deus;RS;90150004;Avenida Getúlio Vargas;-30.0585983000000000;-51.2227149000000000;;1;;0;34;;28;320000;0;https://www.redegauchadeimoveis.com.br/imovel/loja-a-venda-28m2-bairro-menino-deus-em-porto-alegre/4700-FR;2026-07-11T01:21:36.777Z
rgi;venda;3510921;Casa de Condomínio;Casa de Condomínio com 3 quartos à venda;Porto Alegre;Ipanema;RS;91751720;Rua Sinai;-30.1391263000000000;-51.2171753000000000;3;4;3;2;;;167;1249000;1249758.33;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-3-quartos-a-venda-e-2-vagas-bairro-ipanema-em-porto-alegre/12190-BZ;2026-07-11T01:21:36.777Z
rgi;venda;10881865;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Rio Branco;RS;90420041;Santa Cecília;-30.0362300000000000;-51.1968040000000000;2;3;2;1;;;77;1050000;1050820;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-rio-branco-em-porto-alegre/40110-CC;2026-07-11T01:21:37.269Z
rgi;venda;10165420;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Centro Histórico;RS;90010210;Rua General Andrade Neves;-30.0307688000000000;-51.2285107000000000;3;1;0;0;120;101;101;397500;398193;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-bairro-centro-historico-em-porto-alegre/202636-FR;2026-07-11T01:21:37.269Z
rgi;venda;9296593;Casa;Casa com 3 quartos à venda;Porto Alegre;Rubem Berta;RS;91180110;Rua Ovídio Moraes Leal;-30.0082013000000000;-51.0944185000000000;3;2;1;2;125;125;125;450000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-rubem-berta-em-porto-alegre/8053-CN;2026-07-11T01:21:37.269Z
rgi;venda;9610496;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Passo da Areia;RS;91350180;Rua Antônio Joaquim Mesquita;-30.0168113000000000;-51.1610429000000000;3;2;1;1;114;69;69;690000;690650;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-passo-da-areia-em-porto-alegre/8575-CN;2026-07-11T01:21:37.269Z
rgi;venda;10479048;Casa de Condomínio;Casa de Condomínio com 3 quartos à venda;Porto Alegre;Jardim Lindóia;RS;91060240;Rua Augusto Attílio Giordani;-30.0024257000000000;-51.1438969000000000;3;3;1;2;200;146;146;799000;799655;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-3-quartos-a-venda-e-2-vagas-bairro-jardim-lindoia-em-porto-alegre/2927-CN;2026-07-11T01:21:37.269Z
rgi;venda;9784054;Casa;Casa com 3 quartos à venda;Porto Alegre;São Geraldo;RS;90230140;Rua Conselheiro Travassos;-30.0132650000000000;-51.2086720000000000;3;2;0;1;174;146;146;560000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-1-vaga-bairro-sao-geraldo-em-porto-alegre/8974-CN;2026-07-11T01:21:37.269Z
rgi;venda;10077834;Casa de Condomínio;Casa de Condomínio com 4 quartos à venda;Porto Alegre;Ecoville;RS;91150180;Avenida Willy Eugênio Fleck;-30.0030086000000000;-51.1203836000000000;4;3;1;2;249;157;157;949000;949900;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-4-quartos-a-venda-e-2-vagas-bairro-ecoville-em-porto-alegre/8990-CN;2026-07-11T01:21:37.269Z
rgi;venda;10216254;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Higienópolis;RS;90520060;Rua Coronel Feijó;-30.0162932000000000;-51.1818243000000000;2;2;1;2;;70;70;700000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-2-vagas-bairro-higienopolis-em-porto-alegre/8328-CN;2026-07-11T01:21:37.269Z
rgi;venda;9382455;Apartamento;Apartamento com 4 quartos à venda;Porto Alegre;Centro Histórico;RS;90020100;Rua Vigário José Inácio;-30.0258519000000000;-51.2259188000000000;4;2;0;0;126;126;126;550000;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-4-quartos-a-venda-bairro-centro-historico-em-porto-alegre/454004-LU;2026-07-11T01:21:41.646Z
rgi;venda;9372669;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Cidade Baixa;RS;90050240;Avenida Loureiro da Silva;-30.0365256000000000;-51.2256733000000000;2;2;1;0;64;45;45;510900;0;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-cidade-baixa-em-porto-alegre/453985-LU;2026-07-11T01:21:41.646Z
rgi;venda;8422564;Cobertura;Cobertura com 3 quartos à venda;Porto Alegre;Sarandi;RS;91130001;Avenida Baltazar de Oliveira Garcia;-30.0117910000000000;-51.1296000000000000;3;2;1;1;88;60;60;399000;399311;https://www.redegauchadeimoveis.com.br/imovel/cobertura-com-3-quartos-a-venda-e-1-vaga-bairro-sarandi-em-porto-alegre/451450-LU;2026-07-11T01:21:41.646Z
rgi;venda;3561713;Casa;Casa com 2 quartos à venda;Porto Alegre;Hípica;RS;91787881;Rua Izar Faria Correa SantAnna;-30.1593174000000000;-51.1865684000000000;2;2;0;0;192;75;75;480000;480110;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-bairro-hipica-em-porto-alegre/445512-LU;2026-07-11T01:21:41.646Z
rgi;venda;7895645;Kitnet;Kitnet à venda;Porto Alegre;Cidade Baixa;RS;90050140;Rua Sofia Veloso;-30.0366067000000000;-51.2221164000000000;0;1;0;0;48;;31;210000;210490;https://www.redegauchadeimoveis.com.br/imovel/kitnet-a-venda-bairro-cidade-baixa-em-porto-alegre/3172370-FR;2026-07-11T01:21:41.646Z
rgi;venda;10072589;Casa;Casa com 3 quartos à venda;Porto Alegre;Jardim Itu;RS;91215075;Rua Doutor Galdino Nunes Vieira;-30.0300159000000000;-51.1348792000000000;3;3;1;2;105;110;110;499000;499120;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-jardim-itu-em-porto-alegre/99542-LI;2026-07-11T01:21:41.646Z
rgi;venda;10480509;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Rubem Berta;RS;91250552;Rua José Barcellos Garcia;-30.0162031000000000;-51.1006458000000000;2;1;0;1;47;46;47;160000;160310.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-rubem-berta-em-porto-alegre/5869-TR;2026-07-11T01:21:43.206Z
rgi;venda;3552041;Casa de Condomínio;Casa de Condomínio com 3 quartos à venda;Porto Alegre;Jardim Itu;RS;91225001;Rua Tenente Ary Tarrago;-30.0270742000000000;-51.1320996000000000;3;2;1;1;119;84;84;510000;510550;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-3-quartos-a-venda-e-1-vaga-bairro-jardim-itu-em-porto-alegre/2386-CN;2026-07-11T01:21:43.206Z
rgi;venda;8099607;Apartamento;Apartamento com 3 quartos à venda;Porto Alegre;Auxiliadora;RS;90540000;"Rua Marques do Pombal,";-30.0188981000000000;-51.1907558000000000;3;2;1;1;;;90;830000;830866.66;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-3-quartos-a-venda-e-1-vaga-bairro-auxiliadora-em-porto-alegre/21673-CC;2026-07-11T01:21:43.206Z
rgi;venda;9704609;Cobertura;Cobertura com 2 quartos à venda;Porto Alegre;Cristal;RS;90820000;Rua Doutor Campos Velho;-30.0925772000000000;-51.2388684000000000;2;1;0;1;196;150;150;500000;500125;https://www.redegauchadeimoveis.com.br/imovel/cobertura-com-2-quartos-a-venda-e-1-vaga-bairro-cristal-em-porto-alegre/36490-TR;2026-07-11T01:21:43.206Z
rgi;venda;9905815;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Jardim Leopoldina;RS;91240090;Avenida Juscelino Kubitschek de Oliveira;-30.0194729000000000;-51.1160335000000000;2;1;0;1;38;38;38;200000;200326.5;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-jardim-leopoldina-em-porto-alegre/97484-TR;2026-07-11T01:21:43.206Z
rgi;venda;10578602;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Cristal;RS;91910530;Rua Coronel Massot;-30.1012765000000000;-51.2471062000000000;2;1;0;1;61;;51;248000;248433.33;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-cristal-em-porto-alegre/459636-LU;2026-07-11T01:21:43.206Z
rgi;venda;10738408;Sala Comercial;Sala Comercial com 1 sala à venda;Porto Alegre;Praia de Belas;RS;90110000;Avenida Praia de Belas;-30.0573806000000000;-51.2293627000000000;;1;;1;;;33;265000;265720.83;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-33m2-e-1-vaga-bairro-praia-de-belas-em-porto-alegre/460081-LU;2026-07-11T01:21:43.206Z
rgi;venda;10662469;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Cidade Baixa;RS;90050120;Rua Octávio Corrêa;-30.0393607000000000;-51.2182004000000000;2;2;0;0;88;74;74;450000;450390;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-bairro-cidade-baixa-em-porto-alegre/459886-LU;2026-07-11T01:21:52.426Z
rgi;venda;10855267;Casa;Casa com 2 quartos à venda;Porto Alegre;Hípica;RS;91755724;Rua Padre Valerio Alberton;-30.1662080000000000;-51.1866966000000000;2;1;0;1;85;85;85;319000;0;https://www.redegauchadeimoveis.com.br/imovel/casa-com-2-quartos-a-venda-e-1-vaga-bairro-hipica-em-porto-alegre/3187948-MI;2026-07-11T01:21:52.426Z
rgi;venda;9824919;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Menino Deus;RS;90110020;Rua Coronel André Belo;-30.0461784000000000;-51.2221912000000000;2;1;0;1;103;74;74;420000;420900;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-menino-deus-em-porto-alegre/202624-FR;2026-07-11T01:21:52.426Z
rgi;venda;10694161;Sala Comercial;Sala Comercial com 1 sala à venda;Porto Alegre;Praia de Belas;RS;90810240;Padre Cacique;-30.0792350000000000;-51.2478087000000000;;1;;1;40;;32;370000;370766.66;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-32m2-e-1-vaga-bairro-praia-de-belas-em-porto-alegre/459954-LU;2026-07-11T01:21:52.426Z
rgi;venda;3689161;Casa;Casa com 3 quartos à venda;Porto Alegre;Partenon;RS;90680070;Rua Euclydes Moura;-30.0580521000000000;-51.1914458000000000;3;2;2;2;;;220;890000;890153.33;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-partenon-em-porto-alegre/9204-OT;2026-07-11T01:21:52.426Z
rgi;venda;3561818;Casa;Casa com 4 quartos à venda;Porto Alegre;Morro Santana;RS;91260220;Avenida Nilo Ruschel;-13.9010818406581700;-50.7134218749999950;4;4;2;5;;;168;650000;650099.88;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-5-vagas-bairro-morro-santana-em-porto-alegre/445585-LU;2026-07-11T01:21:52.426Z
rgi;venda;10733732;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Cidade Baixa;RS;90050101;Rua General Lima e Silva;-30.0393839000000000;-51.2204346000000000;1;1;0;1;59;43;43;400000;400600;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-e-1-vaga-bairro-cidade-baixa-em-porto-alegre/56519-LI;2026-07-11T01:21:52.426Z
rgi;venda;9374402;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Mário Quintana;RS;91240470;Rua Irmã Teresilda Steffen;-30.0262098000000000;-51.1172560000000000;2;1;0;1;42;42;42;160000;160313;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-mario-quintana-em-porto-alegre/53982-TR;2026-07-11T01:22:16.163Z
rgi;venda;8164955;Sala Comercial;Sala Comercial com 1 sala à venda;Porto Alegre;Petrópolis;RS;90690380;Rua Maranguape;-30.0432887000000000;-51.1798075000000000;;1;;2;;;46;349000;349400;https://www.redegauchadeimoveis.com.br/imovel/sala-comercial-a-venda-46m2-e-2-vagas-bairro-petropolis-em-porto-alegre/5875-SM;2026-07-11T01:22:16.163Z
rgi;venda;7824104;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Boa Vista;RS;90520550;Atanásio Belmonte;-30.0186180000000000;-51.1732250000000000;2;2;1;2;;;72;1190000;1190801;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-2-vagas-bairro-boa-vista-em-porto-alegre/4045-SM;2026-07-11T01:22:16.163Z
rgi;venda;3265814;Apartamento;Apartamento com 2 quartos à venda;Porto Alegre;Sarandi;RS;91130450;Avenida Sarandi;-30.0028570000000000;-51.1252004000000000;2;1;0;1;;;55;298000;299050;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-2-quartos-a-venda-e-1-vaga-bairro-sarandi-em-porto-alegre/15-SM;2026-07-11T01:22:16.163Z
rgi;venda;10281923;Casa de Condomínio;Casa de Condomínio com 2 quartos à venda;Porto Alegre;Menino Deus;RS;90110260;Rua Barbedo;-30.0576625000000000;-51.2259286000000000;2;3;0;2;;;158;689000;689943.19;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-2-quartos-a-venda-e-2-vagas-bairro-menino-deus-em-porto-alegre/9500-SM;2026-07-11T01:22:16.163Z
rgi;venda;9614503;Casa de Condomínio;Casa de Condomínio com 3 quartos à venda;Porto Alegre;Vila Nova;RS;91740830;João Salomoni;-30.1127000000000000;-51.2218020000000000;3;3;1;2;124;;120;1050000;1050780.15;https://www.redegauchadeimoveis.com.br/imovel/casa-de-condominio-com-3-quartos-a-venda-e-2-vagas-bairro-vila-nova-em-porto-alegre/8112-SM;2026-07-11T01:22:16.163Z
rgi;venda;3359028;Casa;Casa com 4 quartos à venda;Porto Alegre;Centro Histórico;RS;;;;;4;3;1;1;450;450;;1690000;1690291.66;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-1-vaga-bairro-centro-historico-em-porto-alegre/2222-SM;2026-07-11T01:22:16.163Z
rgi;venda;8446359;Casa;Casa com 4 quartos à venda;Porto Alegre;Chácara das Pedras;RS;91330281;Rua João Paetzel;-30.0384272000000000;-51.1603573000000000;4;4;1;2;341;;337;1290000;1290516.66;https://www.redegauchadeimoveis.com.br/imovel/casa-com-4-quartos-a-venda-e-2-vagas-bairro-chacara-das-pedras-em-porto-alegre/11409-VIR;2026-07-11T01:22:18.477Z
rgi;venda;7682153;Casa;Casa com 1 quarto à venda;Porto Alegre;Vila São José;RS;91520550;Rua Santo Alfredo;-30.0668814000000000;-51.1657693000000000;1;1;1;1;60;42;42;180000;180157.35;https://www.redegauchadeimoveis.com.br/imovel/casa-com-1-quarto-a-venda-e-1-vaga-bairro-vila-sao-jose-em-porto-alegre/50218-MT;2026-07-11T01:22:18.477Z
rgi;venda;10879048;Casa;Casa com 3 quartos à venda;Porto Alegre;Nonoai;RS;91720490;Rua Doutor Ney Cabral;-30.0883736000000000;-51.2131849000000000;3;2;0;2;300;99;100;350000;350080;https://www.redegauchadeimoveis.com.br/imovel/casa-com-3-quartos-a-venda-e-2-vagas-bairro-nonoai-em-porto-alegre/67682-LI;2026-07-11T01:22:18.477Z
rgi;venda;3694900;Apartamento;Apartamento com 1 quarto à venda;Porto Alegre;Glória;RS;90680560;Rua Capitão Arisoly Vargas;-30.0721330000000000;-51.1981164000000000;1;1;0;0;43;34;34;149000;149275;https://www.redegauchadeimoveis.com.br/imovel/apartamento-com-1-quarto-a-venda-bairro-gloria-em-porto-alegre/50880262-LI;2026-07-11T01:22:18.477Z
